"du hörst nicht sehr oft von terror – bombenanschlägen und weiterem? alles wunderbar bei dir und schön?

ich kommentiere selten auf facebook, werde es aber gar nicht mehr tun, weil doch immer wieder jemand mit nem superschlauen kommentar daher kommt, der meint seinen senf auch noch dazu geben zu müssen, statt vielleicht zuerst mal nach zu denken, was der andere wohl gemeint haben könnte. !!!",2
"ziemlich krass gut, vor allem das ende",2
war ein absolut super tatort. spannend und gut gemacht bis zum ende.,2
mal wieder ein guter tatort ...,2
"""kann das auch richtig ""puff"" machen ? geht doch ! :)",2
"gut gemacht und beängstigend 
klasse schauspieler - alle !",2
"eine 1🌟 ,  war klasse. 👍",2
mir hat er richtig gut gefallen!,2
"super ... klasse schauspieler, spannung bis zum unerwarteten schluss",2
mir hat er richtig gut gefallen!,2
1 sehr geil...,2
"er war klasse,vor allem faber wieder, zu geil, wie er wie er wieder provoziert hat.",2
eins🖒,2
sehr geiler tatort 💪,2
"eine 1-.sehr spannend und das ende der hammer.ich habe alle faber tatort folgen ab dem ersten verfolgt und fand das team von anfang an genial.wichtig ist das man den dortmund tatort chronologisch schaut da die folgen aufeinander aufbauen anders wie in münster wo die zeit stehenzubleiben scheint. folge 3 aus dortmund ist mein favorit daher ""nur 1- "".",2
"der war sehr gut, total spannend",2
2 minus,2
"ein spannender,aber auch perfider tatort mit einem typischen ""faber"" in hochform. 
note 1",2
"top, seit langem mal wieder ein top krimi 👍",2
super tatort und spannend...,2
super....😀,2
"tatort erhält die note ""1""",2
endlich mal wieder ein guter tatort. sehr spannend. faber in bestform.,2
sehr spannend bis zum schluss,2
"top 1.
echt krasser sch.....",2
super tatort!,2
nicht schlecht  2,2
toll,2
note 1,2
hat mit sehr gut gefallen!,2
"der war mega mega gut!,,",2
absolut fesselnd und erst die szene als daniel niedergeschossen wird und nora das erfährt. gänsehaut moment !!!,2
beängstigend spannend und bedrückend zugleich - weil nicht mehr nur film sondern teilweise bittere realität. :/,2
super. großes kino,2
"ja, war gut 2",2
"spannende story, tolle schauspieler, guter tatort!",2
faber ist​ top.,2
1*! genial. wahnsinnig spannend. faber eben. für mich einer der besten tatorte überhaupt. 😊 werd ihn mir wohl heute nochmal anschauen. :d,2
1 !! super tatort.,2
würde mich auch interessieren?,2
eine 2,2
"1 mit strne..extrem spannend , zudem noch vielschichtig und gut gespielt",2
"guter tatort!  mir war auch sehr schnell klar das der sohn mit drin hängt!  und auch sehr beängstigend  wär hätte gedacht, das so was zwar nur in einer anderen  konstellation  bald  bittere wahrheit wird.",2
"meines erachtens war das der beste tatort, den ich seit vielen, vielen jahren gesehen habe. sehr eindringlich, unter die haut gehende erzählung und mit großer schauspielerischer leistung gepaart! 
eine absolute 1!",2
1 !!!!,2
ich hab umgeschaltet. mir ist das alles zu brutal🤗,2
sehr gut :-) :-),2
"sehr gut, ""1+"" .",2
sehr guter tatort.,2
note 1  top spannend und genial 👍👍👍,2
spannend,2
sehenswert - ne glatte 1,2
"sehr guter tatort, endlich mal wieder nach langer zeit",2
definitiv der beste tatort bislang dieses jahr,2
war also schon ziemlich brutal. vor allem der schluss,2
glatte 1,2
"na bitte, ihr könnt es doch!! endlich mal wieder ein tatort und keine künstlerische selbstverwirklichung, eines  regisseur, der morgens schon magic mushrooms nascht",2
krass....aber richtig super,2
super story und wahnsinnig spannend verfilmt! 👍👍,2
eine glatte 1. spannend vom anfang bis zum ende. und das ende dramaturgisch bestnote.,2
1 mit sternchen,2
gut,2
"endlich mal wieder richtig gut gewesen.
wurde auch zeit.",2
"gefällt mir überhaupt nicht,auch nicht dieser fratzenschneidender und brüllender schauspieler",2
mehr davon!,2
"sher gut, note 1",2
"ich kann nicht verstehen, warum man aus diesem thema einen tatort macht. das, was dort gezeigt wurde ist doch heute bittere realität und es reicht mir, wenn ich ständig in den nachrichten von diesen greueltaten höre. das muss ich doch nicht auch noch als film sehen. habe absolut kein verständnis dafür. das geht doch gar nicht ...",2
super note 1,2
super gut!! 1,2
bester seit langem und nicht so eine kalauer - komödie wie münster.,2
war wieder mal ein spannender tatort.,2
gut,2
"spannend von anfang an, so wird tatort gemacht!",2
super bis zur letzten minute,2
den hab ich mir bewußt verkniffen.,2
1. super!,2
"sehr spannend und tolle schauspieler! beide daumen hoch! ach ja, das ende war der hammer!",2
sehr gut und top leistung von allen schauspielern,2
das war mal seit langem ein super tatort!,2
1 einfach klasse!!,2
war richtig gut 👍🏻,2
1 👍🏻 sehr spannend bis zum schluss 👍🏻,2
"gute story 1
gute darsteller, drehbuch und dialoge.",2
endlich mal wieder ein sehr starker tatort!!,2
genial,2
"trotz faber, der so gut gespielt wird, dass ich diese figur einfach nicht mag, einer der besten tatorte seit langem mal wieder.",2
das thema ist langsam durch,2
mir wird angst vor der realität in deutschland. 😡,2
1 -- hauptsächlich wegen faber und es war sehr spannend,2
super tatort. bis zum schluss.,2
klar 1 💪💪💪,2
"nah, sorry, ich hab bestimmt fast alle tatort der letzten 15-20 jahre gesehen. ich geb ihm ne 4. bestenfalls ne 3 vor dem komma wäre drin.
die ganze geschichte hat finde ich kaum sinn ergeben, aber was mich eklatant gestört hat, war wie eklatant unlogisch es an einfach zu vielen punkten zuging. 
das lächerlichste war der schluss. ich hoffe nur, dass die echten sicherheitskräfte in deutschland nicht solche unfähigen dilettanten sind. da fahren die terroristen an, werden mit gezielten schüssen gestoppt (soweit gut), dann steigt der anführer geruhsam aus, darf sogar noch ""allahuakbar"" sagen, bevor er schlussendlich den zünder betätigt?? haha. nee, bitte. ein schuss mehr und das problem wäre gelöst gewesen. dann wiederum ist aber die sprengkraft der bombe bescheiden genug, daß zum glück die ""helden"" gerade nur soviel abbekommen, daß sie aussehen wie man das sonst nur von tom&jerry kennt. (+_+)",2
